num_training_examples_observed,loss
0,1.3882660865783691
640,0.34412190318107605
1280,0.19708895683288574
1920,0.440896213054657
2560,0.13982143998146057
3200,0.15383096039295197
3840,0.09277728199958801
4480,0.1652161031961441
5120,0.05611127242445946
5760,0.04636804014444351
6400,0.06930282711982727
7040,0.11080659925937653
7680,0.11580026149749756
8320,0.12611259520053864
8960,0.008316227234899998
9600,0.00574079854413867
10240,0.0842670276761055
10880,0.2745390832424164
11520,0.01761072501540184
12160,0.08659335970878601
12800,0.2700951099395752
13440,0.004699744749814272
14080,0.018243281170725822
14720,0.03940216451883316
15360,0.12191710621118546
16000,0.012591124512255192
16640,0.005683526396751404
17280,0.013823348097503185
17920,0.030126182362437248
18560,0.02646591141819954
19200,0.03239516541361809
19840,0.06506115943193436
20480,0.015668369829654694
21120,0.023457886651158333
21760,0.028236351907253265
22400,0.13526500761508942
23040,0.01994505152106285
23680,0.022141074761748314
24320,0.005595814436674118
24673,0.03243176266551018
25313,0.007168680429458618
25953,0.013445097953081131
26593,0.1742287278175354
27233,0.0649380311369896
27873,0.010509612038731575
28513,0.014227839186787605
29153,0.015629300847649574
29793,0.009707595221698284
30433,0.007501698564738035
31073,0.010830176994204521
31713,0.021615294739603996
32353,0.007701856549829245
32993,0.01893397606909275
33633,0.0033119136933237314
34273,0.0007545233238488436
34913,0.017711147665977478
35553,0.05276503413915634
36193,0.07588592916727066
36833,0.01061267964541912
37473,0.05680306255817413
38113,0.0005826595006510615
38753,0.0053699444979429245
39393,0.011828556656837463
40033,0.007220373023301363
40673,0.02460944652557373
41313,0.010233452543616295
41953,0.013398151844739914
42593,0.014803013764321804
43233,0.0016188734443858266
43873,0.04099594056606293
44513,0.00021380239923018962
45153,0.05768731236457825
45793,0.013264534063637257
46433,0.006032886914908886
47073,0.13047197461128235
47713,0.006706944201141596
48353,0.0008516625966876745
48993,0.0012414781376719475
49346,0.00749605055898428
49986,0.026673683896660805
50626,0.002874182304367423
51266,0.01716163568198681
51906,0.04125368222594261
52546,0.01398464199155569
53186,0.0029704540502279997
53826,0.014644541777670383
54466,0.004983991384506226
55106,0.0010792610701173544
55746,0.003857746720314026
56386,0.026776714250445366
57026,0.0012492757523432374
57666,0.004691713023930788
58306,0.001534608076326549
58946,0.0014590357895940542
59586,0.010254091583192348
60226,0.04649189114570618
60866,0.007915041409432888
61506,0.008525596000254154
62146,0.054714251309633255
62786,0.0002637473517097533
63426,7.676110544707626e-05
64066,0.0693579614162445
64706,0.01186258066445589
65346,0.0007912967703305185
65986,0.0046690343879163265
66626,0.001967055257409811
67266,0.0018091696547344327
67906,0.00032478885259479284
68546,0.03817848488688469
69186,0.0006617409526370466
69826,0.001565631479024887
70466,0.05090288445353508
71106,0.008896411396563053
71746,0.12031060457229614
72386,0.0005377726629376411
73026,0.0019620065577328205
73666,9.429729834664613e-05
74019,0.0023467349819839
74659,0.0028439576271921396
75299,0.019126739352941513
75939,0.04966073855757713
76579,0.04825706407427788
77219,0.001429801108315587
77859,0.0482562892138958
78499,0.006950711831450462
79139,0.0013021208578720689
79779,0.0009003547020256519
80419,0.0035815697629004717
81059,0.0009364750585518777
81699,0.007311683613806963
82339,0.03386171534657478
82979,7.205126894405112e-05
83619,0.00019874742429237813
84259,0.005792293231934309
84899,0.14327916502952576
85539,0.002643008017912507
86179,0.002202245406806469
86819,0.23998555541038513
87459,0.0016600028611719608
88099,0.00017089632456190884
88739,0.001599338836967945
89379,0.042890939861536026
90019,0.0057944366708397865
90659,0.0042327470146119595
91299,0.0036259277258068323
91939,0.027222035452723503
92579,0.00020846235565841198
93219,0.010933052748441696
93859,0.002914279233664274
94499,0.0426827110350132
95139,0.0019555711187422276
95779,0.0005229453090578318
96419,0.0014926501316949725
97059,0.0012563634663820267
97699,0.021893195807933807
98339,4.4451418943936005e-05
98692,0.0007138120708987117
99332,0.0011847233399748802
99972,0.00016893392603378743
100612,0.06260757893323898
101252,0.002213072497397661
101892,0.0017540757544338703
102532,0.0004016072489321232
103172,0.0006195995956659317
103812,0.0012051723897457123
104452,0.000913513358682394
105092,4.1201954445568845e-05
105732,0.004111305810511112
106372,0.0034449866507202387
107012,7.61808332754299e-05
107652,2.0283770936657675e-05
108292,0.0007249313639476895
108932,0.0012739603407680988
109572,0.0028932744171470404
110212,0.00021468741761054844
110852,3.5369703255128115e-05
111492,0.10017747431993484
112132,1.0986601409967989e-05
112772,0.00041288818465545774
113412,0.00545560522004962
114052,0.0016524362144991755
114692,0.08022928237915039
115332,2.4994245904963464e-05
115972,0.0008523623691871762
116612,0.00073369120946154
117252,0.0005593362729996443
117892,0.001606910489499569
118532,9.163202776107937e-05
119172,0.03978690132498741
119812,0.0004235663509462029
120452,0.01934565231204033
121092,0.004599477164447308
121732,0.0045229652896523476
122372,0.0024083482567220926
123012,0.0034346042666584253
123365,0.00034183161915279925
124005,0.007800954859703779
124645,0.003176051191985607
125285,0.021359816193580627
125925,0.07836693525314331
126565,0.0010616632644087076
127205,0.013275275938212872
127845,0.030053095892071724
128485,0.0030731328297406435
129125,0.0010965309338644147
129765,0.007397112436592579
130405,0.0023698194418102503
131045,0.00011543516302481294
131685,0.00809121411293745
132325,1.1571493814699352e-05
132965,2.569352727732621e-05
133605,0.0005927275051362813
134245,0.015526631847023964
134885,0.001980056054890156
135525,0.01193991955369711
136165,0.010661840438842773
136805,0.000620450300630182
137445,0.0005676536820828915
138085,0.04585428163409233
138725,0.00044823315693065524
139365,0.0003371736966073513
140005,3.090565951424651e-05
140645,0.025612328201532364
141285,0.0015941051533445716
141925,1.022795095195761e-05
142565,0.04377000033855438
143205,0.01182473823428154
143845,4.276487743481994e-06
144485,0.0010761076118797064
145125,0.0015097081195563078
145765,0.032270073890686035
146405,3.922492396668531e-05
147045,0.000573139579501003
147685,5.7719211326912045e-05
148038,0.0008328704279847443
148678,0.0002828773285727948
149318,0.00021553944679908454
149958,0.01683235354721546
150598,0.0015260190702974796
151238,0.000159057613927871
151878,0.00016116624465212226
152518,0.00160833855625242
153158,0.0004833233542740345
153798,0.0014040061505511403
154438,0.00014271505642682314
155078,0.001476731151342392
155718,0.002000891836360097
156358,0.04071585834026337
156998,9.85083715931978e-06
157638,3.71586975234095e-06
158278,0.05108702927827835
158918,0.17324641346931458
159558,0.0026266102213412523
160198,0.00047499709762632847
160838,0.003391556441783905
161478,7.112976618373068e-06
162118,0.00022202738909982145
162758,0.000844310037791729
163398,0.0008569717174395919
164038,5.021526158088818e-05
164678,0.00028344939346425235
165318,0.006321697495877743
165958,2.3070329916663468e-05
166598,0.0003141836205031723
167238,0.001194072188809514
167878,0.00023396518372464925
168518,0.001309546292759478
169158,2.068769754259847e-05
169798,0.0008098146645352244
170438,0.0063248686492443085
171078,0.0003357496461831033
171718,7.823824125807732e-05
172358,1.0318962040400947e-06
172711,0.0008842498064041138
173351,0.0002642040199134499
173991,0.0008862080867402256
174631,0.00729626277461648
175271,0.014365903101861477
175911,0.0003916800196748227
176551,0.00010153565381187946
177191,6.469141953857616e-05
177831,0.0024079405702650547
178471,0.0012750958558171988
179111,0.029161162674427032
179751,0.0014505103463307023
180391,0.00010288624616805464
181031,2.574165591795463e-05
181671,4.387813078210456e-06
182311,2.8422837203834206e-06
182951,0.0006856544059701264
183591,0.009681014344096184
184231,0.004157062154263258
184871,0.0011358772171661258
185511,0.005012711510062218
186151,4.0660006561665796e-06
186791,1.2013771311103483e-06
187431,0.040515877306461334
188071,0.00460097286850214
188711,0.0002300591440871358
189351,0.014285493642091751
189991,0.01507189404219389
190631,0.00018967740470543504
191271,9.629758324081195e-07
191911,0.0092087984085083
192551,0.0010446520755067468
193191,0.0027784111443907022
193831,0.0009316326468251646
194471,5.548688932321966e-05
195111,0.036848317831754684
195751,0.009091056883335114
196391,0.00702599436044693
197031,4.011818418803159e-06
197384,0.000243347545620054
198024,0.0001517107302788645
198664,0.0005792159936390817
199304,0.051699280738830566
199944,0.0012893370585516095
200584,0.0007515655015595257
201224,0.03719731420278549
201864,0.007359696086496115
202504,0.00021714114700444043
203144,0.00023183535085991025
203784,0.00039883662248030305
204424,0.0012702005915343761
205064,0.00017490606114733964
205704,0.008125622756779194
206344,6.873090114822844e-07
206984,0.001080233952961862
207624,3.9183523767860606e-05
208264,0.0017827574629336596
208904,0.00010130864393431693
209544,8.107272151391953e-06
210184,0.04767671972513199
210824,2.635463715705555e-06
211464,1.4334866136778146e-05
212104,6.647647387580946e-05
212744,0.04237332195043564
213384,4.129304670641432e-06
214024,0.00040244567207992077
214664,0.0001503137609688565
215304,0.0008737209718674421
215944,4.937967605656013e-05
216584,1.0522599950490985e-05
217224,0.00046217546332627535
217864,0.0006770212203264236
218504,2.4046198632277083e-06
219144,0.0036004295106977224
219784,0.0002436827780911699
220424,8.456319164906745e-07
221064,8.929970135795884e-06
221704,5.5587337556062266e-05
222057,0.00016075964958872646
222697,0.00025882336194626987
223337,0.0005788952112197876
223977,0.017527423799037933
224617,0.0005625407793559134
225257,0.00011260146857239306
225897,9.051407687366009e-06
226537,0.0036885379813611507
227177,0.01487221010029316
227817,1.6875319488462992e-06
228457,0.0003246653650421649
229097,1.838584284996614e-05
229737,0.0006416190299205482
230377,1.9255729057476856e-05
